instant_x,dteday,season_x,yr_x,mnth_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,Total_x,instant_y,season_y,yr_y,mnth_y,hr,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,Total_y
104,2011-04-14,Summer,2011,April,Thursday,Working day,"Clear or
 Partly cloudy",19.2,23.1,54.0,7.4,529,2738,3267,2396,Summer,2011,April,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",24.6,30.3,28.0,0.0,50,338,388
105,2011-04-15,Summer,2011,April,Friday,Holiday,"Clear or
 Partly cloudy",18.3,22.1,67.1,15.2,642,2484,3126,2420,Summer,2011,April,05 PM,Friday,Holiday,"Mist and
 Cloudy or Mist ",20.5,24.2,63.0,26.0,64,267,331
106,2011-04-16,Summer,2011,April,Saturday,Weekend,"Light Snow or
 Light Rain with Thunderstorm",17.7,21.3,88.8,22.8,121,674,795,2442,Summer,2011,April,03 PM,Saturday,Weekend,"Light Snow or
 Light Rain with Thunderstorm",21.3,25.0,83.0,39.0,16,62,78
107,2011-04-17,Summer,2011,April,Sunday,Weekend,"Clear or
 Partly cloudy",18.7,22.3,48.0,20.3,1558,2186,3744,2466,Summer,2011,April,03 PM,Sunday,Weekend,"Clear or
 Partly cloudy",22.1,25.8,32.0,35.0,179,209,388
108,2011-04-18,Summer,2011,April,Monday,Working day,"Clear or
 Partly cloudy",21.0,25.2,54.2,11.0,669,2760,3429,2492,Summer,2011,April,05 PM,Monday,Working day,"Clear or
 Partly cloudy",23.8,27.3,49.0,19.0,66,362,428
109,2011-04-19,Summer,2011,April,Tuesday,Working day,"Mist and
 Cloudy or Mist ",20.7,24.5,66.6,10.6,409,2795,3204,2517,Summer,2011,April,06 PM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",22.1,25.8,64.0,9.0,44,377,421
110,2011-04-20,Summer,2011,April,Wednesday,Working day,"Clear or
 Partly cloudy",24.4,28.2,61.4,16.2,613,3331,3944,2541,Summer,2011,April,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",30.3,32.6,30.0,24.0,56,385,441
111,2011-04-21,Summer,2011,April,Thursday,Working day,"Clear or
 Partly cloudy",18.8,22.7,40.7,21.8,745,3444,4189,2564,Summer,2011,April,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",20.5,24.2,29.0,11.0,79,402,481
112,2011-04-22,Summer,2011,April,Friday,Working day,"Mist and
 Cloudy or Mist ",13.8,16.1,73.0,14.7,177,1506,1683,2579,Summer,2011,April,08 AM,Friday,Working day,"Mist and
 Cloudy or Mist ",13.9,15.9,53.0,17.0,15,331,346
113,2011-04-23,Summer,2011,April,Saturday,Weekend,"Mist and
 Cloudy or Mist ",18.9,22.5,88.8,15.5,1462,2574,4036,2611,Summer,2011,April,04 PM,Saturday,Weekend,"Clear or
 Partly cloudy",24.6,29.5,73.0,19.0,180,246,426
114,2011-04-24,Summer,2011,April,Sunday,Weekend,"Mist and
 Cloudy or Mist ",23.8,27.6,81.1,12.9,1710,2481,4191,2632,Summer,2011,April,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",28.7,32.6,58.0,19.0,205,236,441
115,2011-04-25,Summer,2011,April,Monday,Working day,"Clear or
 Partly cloudy",24.9,28.7,77.7,12.4,773,3300,4073,2660,Summer,2011,April,05 PM,Monday,Working day,"Clear or
 Partly cloudy",28.7,32.6,54.0,20.0,80,441,521
116,2011-04-26,Summer,2011,April,Tuesday,Working day,"Clear or
 Partly cloudy",25.9,29.7,72.9,21.9,678,3722,4400,2685,Summer,2011,April,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",27.9,31.8,65.0,30.0,65,463,528
117,2011-04-27,Summer,2011,April,Wednesday,Working day,"Mist and
 Cloudy or Mist ",25.4,28.8,83.5,20.9,547,3325,3872,2708,Summer,2011,April,05 PM,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",27.1,30.3,83.0,26.0,63,458,521
118,2011-04-28,Summer,2011,April,Thursday,Working day,"Mist and
 Cloudy or Mist ",25.3,28.9,70.1,21.5,569,3489,4058,2733,Summer,2011,April,06 PM,Thursday,Working day,"Clear or
 Partly cloudy",26.2,31.1,47.0,24.0,44,486,530
119,2011-04-29,Summer,2011,April,Friday,Working day,"Clear or
 Partly cloudy",20.9,24.9,45.7,16.1,878,3717,4595,2756,Summer,2011,April,05 PM,Friday,Working day,"Mist and
 Cloudy or Mist ",21.3,25.0,45.0,26.0,75,433,508
120,2011-04-30,Summer,2011,April,Saturday,Weekend,"Clear or
 Partly cloudy",19.4,23.2,50.3,15.8,1965,3347,5312,2778,Summer,2011,April,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",23.0,26.5,37.0,9.0,217,282,499
121,2011-05-01,Summer,2011,May,Sunday,Weekend,"Mist and
 Cloudy or Mist ",18.5,22.4,76.2,7.1,1138,2213,3351,2800,Summer,2011,May,01 PM,Sunday,Weekend,"Mist and
 Cloudy or Mist ",20.5,24.2,63.0,11.0,123,209,332
122,2011-05-02,Summer,2011,May,Monday,Working day,"Mist and
 Cloudy or Mist ",22.5,26.6,73.0,12.3,847,3554,4401,2828,Summer,2011,May,05 PM,Monday,Working day,"Clear or
 Partly cloudy",27.1,31.1,65.0,13.0,65,472,537
123,2011-05-03,Summer,2011,May,Tuesday,Working day,"Mist and
 Cloudy or Mist ",25.3,29.1,69.7,23.0,603,3848,4451,2853,Summer,2011,May,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",28.7,32.6,48.0,28.0,59,485,544
124,2011-05-04,Summer,2011,May,Wednesday,Working day,"Mist and
 Cloudy or Mist ",17.0,20.2,73.7,22.0,255,2378,2633,2876,Summer,2011,May,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",16.4,20.5,71.0,17.0,22,388,410
125,2011-05-05,Summer,2011,May,Thursday,Working day,"Clear or
 Partly cloudy",18.8,22.1,44.4,19.8,614,3819,4433,2900,Summer,2011,May,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",23.0,26.5,26.0,26.0,66,467,533
126,2011-05-06,Summer,2011,May,Friday,Working day,"Clear or
 Partly cloudy",19.6,23.7,59.0,15.3,894,3714,4608,2924,Summer,2011,May,05 PM,Friday,Working day,"Clear or
 Partly cloudy",23.8,27.3,40.0,24.0,83,470,553
127,2011-05-07,Summer,2011,May,Saturday,Weekend,"Clear or
 Partly cloudy",21.3,25.6,54.1,10.8,1612,3102,4714,2944,Summer,2011,May,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",24.6,31.1,35.0,19.0,196,240,436
128,2011-05-08,Summer,2011,May,Sunday,Weekend,"Clear or
 Partly cloudy",21.7,25.9,63.2,5.0,1401,2932,4333,2968,Summer,2011,May,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",24.6,31.1,49.0,9.0,166,224,390
129,2011-05-09,Summer,2011,May,Monday,Working day,"Clear or
 Partly cloudy",21.8,26.3,58.9,11.8,664,3698,4362,2996,Summer,2011,May,05 PM,Monday,Working day,"Clear or
 Partly cloudy",25.4,31.1,38.0,17.0,59,539,598
130,2011-05-10,Summer,2011,May,Tuesday,Working day,"Clear or
 Partly cloudy",21.8,26.1,48.9,7.7,694,4109,4803,3020,Summer,2011,May,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",26.2,31.1,33.0,0.0,79,532,611
131,2011-05-11,Summer,2011,May,Wednesday,Working day,"Clear or
 Partly cloudy",22.2,26.4,63.3,8.1,550,3632,4182,3035,Summer,2011,May,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",19.7,23.5,77.0,17.0,21,421,442
132,2011-05-12,Summer,2011,May,Thursday,Working day,"Clear or
 Partly cloudy",21.9,26.2,74.8,12.7,695,4169,4864,3068,Summer,2011,May,05 PM,Thursday,Working day,"Mist and
 Cloudy or Mist ",26.2,31.1,57.0,13.0,54,540,594
133,2011-05-13,Summer,2011,May,Friday,Working day,"Mist and
 Cloudy or Mist ",21.0,24.7,86.3,12.0,692,3413,4105,3092,Summer,2011,May,05 PM,Friday,Working day,"Light Snow or
 Light Rain with Thunderstorm",21.3,25.0,88.0,11.0,62,429,491
134,2011-05-14,Summer,2011,May,Saturday,Weekend,"Mist and
 Cloudy or Mist ",21.4,25.0,92.2,9.0,902,2507,3409,3117,Summer,2011,May,06 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",23.0,26.5,88.0,15.0,88,216,304
135,2011-05-15,Summer,2011,May,Sunday,Weekend,"Mist and
 Cloudy or Mist ",23.1,26.8,86.7,10.2,1582,2971,4553,3138,Summer,2011,May,03 PM,Sunday,Weekend,"Clear or
 Partly cloudy",27.1,31.1,69.0,17.0,206,253,459
136,2011-05-16,Summer,2011,May,Monday,Working day,"Clear or
 Partly cloudy",23.7,27.5,78.8,8.5,773,3185,3958,3165,Summer,2011,May,06 PM,Monday,Working day,"Light Snow or
 Light Rain with Thunderstorm",23.8,27.3,83.0,13.0,55,398,453
137,2011-05-17,Summer,2011,May,Tuesday,Working day,"Mist and
 Cloudy or Mist ",23.0,26.9,83.8,18.6,678,3445,4123,3188,Summer,2011,May,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",25.4,30.3,65.0,28.0,83,521,604
138,2011-05-18,Summer,2011,May,Wednesday,Working day,"Mist and
 Cloudy or Mist ",22.6,26.4,87.0,13.5,536,3319,3855,3212,Summer,2011,May,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",24.6,29.5,69.0,9.0,78,487,565
139,2011-05-19,Summer,2011,May,Thursday,Working day,"Mist and
 Cloudy or Mist ",21.8,25.5,83.0,7.3,735,3840,4575,3236,Summer,2011,May,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",23.0,26.5,78.0,11.0,60,487,547
140,2011-05-20,Summer,2011,May,Friday,Working day,"Clear or
 Partly cloudy",22.0,26.5,72.0,8.4,909,4008,4917,3260,Summer,2011,May,05 PM,Friday,Working day,"Clear or
 Partly cloudy",25.4,31.1,53.0,0.0,71,483,554
141,2011-05-21,Summer,2011,May,Saturday,Weekend,"Clear or
 Partly cloudy",24.7,28.6,62.7,8.1,2258,3547,5805,3282,Summer,2011,May,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",29.5,32.6,45.0,17.0,232,274,506
142,2011-05-22,Summer,2011,May,Sunday,Weekend,"Clear or
 Partly cloudy",24.8,28.7,75.0,9.9,1576,3084,4660,3304,Summer,2011,May,01 PM,Sunday,Weekend,"Mist and
 Cloudy or Mist ",27.1,31.1,54.0,15.0,180,275,455
143,2011-05-23,Summer,2011,May,Monday,Working day,"Mist and
 Cloudy or Mist ",25.9,29.5,81.0,15.7,836,3438,4274,3333,Summer,2011,May,06 PM,Monday,Working day,"Clear or
 Partly cloudy",28.7,33.3,74.0,19.0,68,385,453
144,2011-05-24,Summer,2011,May,Tuesday,Working day,"Mist and
 Cloudy or Mist ",27.1,30.2,74.1,13.9,659,3833,4492,3357,Summer,2011,May,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",28.7,32.6,70.0,13.0,74,490,564
145,2011-05-25,Summer,2011,May,Wednesday,Working day,"Clear or
 Partly cloudy",27.1,30.8,69.6,10.3,740,4238,4978,3380,Summer,2011,May,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",30.3,33.3,51.0,15.0,77,524,601
146,2011-05-26,Summer,2011,May,Thursday,Working day,"Clear or
 Partly cloudy",29.0,32.7,67.8,13.4,758,3919,4677,3404,Summer,2011,May,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",32.8,36.4,46.0,19.0,49,445,494
147,2011-05-27,Summer,2011,May,Friday,Working day,"Clear or
 Partly cloudy",27.9,31.9,65.4,16.1,871,3808,4679,3428,Summer,2011,May,05 PM,Friday,Working day,"Clear or
 Partly cloudy",30.3,34.1,58.0,26.0,77,414,491
148,2011-05-28,Summer,2011,May,Saturday,Weekend,"Clear or
 Partly cloudy",26.9,30.6,73.0,15.4,2001,2757,4758,3451,Summer,2011,May,04 PM,Saturday,Weekend,"Clear or
 Partly cloudy",31.2,34.8,55.0,19.0,201,201,402
149,2011-05-29,Summer,2011,May,Sunday,Weekend,"Clear or
 Partly cloudy",27.4,30.8,81.9,14.3,2355,2433,4788,3472,Summer,2011,May,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",29.5,34.1,70.0,19.0,237,181,418
150,2011-05-30,Summer,2011,May,Monday,Holiday,"Clear or
 Partly cloudy",30.1,33.6,68.5,8.8,1549,2549,4098,3495,Summer,2011,May,12 PM,Monday,Holiday,"Clear or
 Partly cloudy",35.3,40.2,47.0,7.0,179,187,366
151,2011-05-31,Summer,2011,May,Tuesday,Working day,"Clear or
 Partly cloudy",31.8,36.3,63.7,7.5,673,3309,3982,3524,Summer,2011,May,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",34.4,40.2,53.0,15.0,67,428,495
152,2011-06-01,Summer,2011,June,Wednesday,Working day,"Mist and
 Cloudy or Mist ",31.3,36.0,67.7,13.9,513,3461,3974,3548,Summer,2011,June,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",35.3,40.2,47.0,20.0,52,434,486
153,2011-06-02,Summer,2011,June,Thursday,Working day,"Clear or
 Partly cloudy",29.3,32.2,30.5,19.6,736,4232,4968,3572,Summer,2011,June,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",31.2,32.6,20.0,35.0,88,484,572
154,2011-06-03,Summer,2011,June,Friday,Working day,"Clear or
 Partly cloudy",25.4,29.4,35.4,17.0,898,4414,5312,3597,Summer,2011,June,06 PM,Friday,Working day,"Clear or
 Partly cloudy",28.7,31.8,24.0,20.0,76,488,564
155,2011-06-04,Summer,2011,June,Saturday,Weekend,"Clear or
 Partly cloudy",26.0,29.7,45.6,8.3,1869,3473,5342,3616,Summer,2011,June,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",30.3,32.6,28.0,9.0,188,268,456
156,2011-06-05,Summer,2011,June,Sunday,Weekend,"Mist and
 Cloudy or Mist ",26.6,30.8,65.2,9.3,1685,3221,4906,3642,Summer,2011,June,03 PM,Sunday,Weekend,"Clear or
 Partly cloudy",28.7,32.6,54.0,0.0,161,256,417
157,2011-06-06,Summer,2011,June,Monday,Working day,"Clear or
 Partly cloudy",27.8,31.1,60.0,8.2,673,3875,4548,3668,Summer,2011,June,05 PM,Monday,Working day,"Clear or
 Partly cloudy",32.0,34.1,33.0,19.0,63,516,579
158,2011-06-07,Summer,2011,June,Tuesday,Working day,"Clear or
 Partly cloudy",29.0,32.8,59.8,12.6,763,4070,4833,3693,Summer,2011,June,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",32.0,34.8,46.0,19.0,72,479,551
159,2011-06-08,Summer,2011,June,Wednesday,Working day,"Clear or
 Partly cloudy",31.8,36.4,62.2,9.2,676,3725,4401,3716,Summer,2011,June,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",37.7,42.4,35.0,15.0,80,426,506
160,2011-06-09,Summer,2011,June,Thursday,Working day,"Mist and
 Cloudy or Mist ",33.1,37.9,56.8,10.0,563,3352,3915,3741,Summer,2011,June,06 PM,Thursday,Working day,"Clear or
 Partly cloudy",36.1,40.2,39.0,19.0,52,414,466
161,2011-06-10,Summer,2011,June,Friday,Working day,"Clear or
 Partly cloudy",31.0,35.2,60.5,9.4,815,3771,4586,3764,Summer,2011,June,05 PM,Friday,Working day,"Clear or
 Partly cloudy",33.6,38.6,52.0,15.0,63,454,517
162,2011-06-11,Summer,2011,June,Saturday,Weekend,"Clear or
 Partly cloudy",29.7,33.9,65.5,10.4,1729,3237,4966,3787,Summer,2011,June,04 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",32.8,36.4,46.0,13.0,169,225,394
163,2011-06-12,Summer,2011,June,Sunday,Weekend,"Clear or
 Partly cloudy",28.4,32.2,74.8,11.0,1467,2993,4460,3807,Summer,2011,June,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",33.6,37.9,46.0,0.0,176,244,420
164,2011-06-13,Summer,2011,June,Monday,Working day,"Clear or
 Partly cloudy",26.0,30.1,49.5,20.5,863,4157,5020,3836,Summer,2011,June,05 PM,Monday,Working day,"Clear or
 Partly cloudy",28.7,31.8,39.0,22.0,72,529,601
165,2011-06-14,Summer,2011,June,Tuesday,Working day,"Clear or
 Partly cloudy",24.8,29.6,50.7,18.0,727,4164,4891,3860,Summer,2011,June,05 PM,Tuesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",26.2,31.1,50.0,19.0,85,484,569
166,2011-06-15,Summer,2011,June,Wednesday,Working day,"Clear or
 Partly cloudy",25.7,29.4,47.2,11.3,769,4411,5180,3884,Summer,2011,June,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",30.3,32.6,28.0,7.0,83,555,638
167,2011-06-16,Summer,2011,June,Thursday,Working day,"Mist and
 Cloudy or Mist ",25.8,29.8,68.8,13.8,545,3222,3767,3899,Summer,2011,June,08 AM,Thursday,Working day,"Mist and
 Cloudy or Mist ",24.6,29.5,69.0,9.0,24,364,388
168,2011-06-17,Summer,2011,June,Friday,Working day,"Clear or
 Partly cloudy",26.6,30.0,73.6,9.6,863,3981,4844,3932,Summer,2011,June,05 PM,Friday,Working day,"Light Snow or
 Light Rain with Thunderstorm",31.2,34.1,40.0,13.0,85,467,552
169,2011-06-18,Summer,2011,June,Saturday,Weekend,"Clear or
 Partly cloudy",28.6,32.2,67.0,8.0,1807,3312,5119,3955,Summer,2011,June,04 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",31.2,34.8,52.0,15.0,193,275,468
170,2011-06-19,Summer,2011,June,Sunday,Weekend,"Mist and
 Cloudy or Mist ",28.7,32.3,66.7,6.8,1639,3105,4744,3980,Summer,2011,June,05 PM,Sunday,Weekend,"Clear or
 Partly cloudy",30.3,33.3,51.0,0.0,159,238,397
171,2011-06-20,Summer,2011,June,Monday,Working day,"Mist and
 Cloudy or Mist ",26.0,29.8,74.6,10.4,699,3311,4010,4004,Summer,2011,June,05 PM,Monday,Working day,"Clear or
 Partly cloudy",28.7,32.6,54.0,0.0,81,484,565
172,2011-06-21,Fall,2011,June,Tuesday,Working day,"Mist and
 Cloudy or Mist ",27.9,31.9,77.0,11.5,774,4061,4835,4028,Fall,2011,June,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",32.0,37.9,66.0,15.0,65,507,572
173,2011-06-22,Fall,2011,June,Wednesday,Working day,"Clear or
 Partly cloudy",30.1,34.7,70.8,11.5,661,3846,4507,4052,Fall,2011,June,05 PM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",32.8,37.9,55.0,26.0,67,462,529
174,2011-06-23,Fall,2011,June,Thursday,Working day,"Mist and
 Cloudy or Mist ",29.9,34.7,70.3,16.0,746,4044,4790,4076,Fall,2011,June,05 PM,Thursday,Working day,"Mist and
 Cloudy or Mist ",29.5,34.1,70.0,24.0,74,495,569
175,2011-06-24,Fall,2011,June,Friday,Working day,"Clear or
 Partly cloudy",29.7,32.8,57.3,14.9,969,4022,4991,4100,Fall,2011,June,05 PM,Friday,Working day,"Clear or
 Partly cloudy",31.2,33.3,37.0,17.0,85,472,557
176,2011-06-25,Fall,2011,June,Saturday,Weekend,"Clear or
 Partly cloudy",28.5,32.2,48.3,14.0,1782,3420,5202,4123,Fall,2011,June,04 PM,Saturday,Weekend,"Clear or
 Partly cloudy",31.2,34.1,43.0,20.0,175,235,410
177,2011-06-26,Fall,2011,June,Sunday,Weekend,"Clear or
 Partly cloudy",27.9,31.9,51.3,6.3,1920,3385,5305,4147,Fall,2011,June,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",30.3,33.3,42.0,13.0,177,278,455
178,2011-06-27,Fall,2011,June,Monday,Working day,"Mist and
 Cloudy or Mist ",28.0,31.9,65.8,7.2,854,3854,4708,4172,Fall,2011,June,05 PM,Monday,Working day,"Clear or
 Partly cloudy",30.3,34.1,55.0,9.0,90,514,604
179,2011-06-28,Fall,2011,June,Tuesday,Working day,"Clear or
 Partly cloudy",30.5,34.6,63.4,9.7,732,3916,4648,4196,Fall,2011,June,05 PM,Tuesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",33.6,39.4,56.0,19.0,70,509,579
180,2011-06-29,Fall,2011,June,Wednesday,Working day,"Clear or
 Partly cloudy",29.9,32.7,49.8,17.5,848,4377,5225,4221,Fall,2011,June,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",32.8,34.8,29.0,20.0,78,510,588
181,2011-06-30,Fall,2011,June,Thursday,Working day,"Clear or
 Partly cloudy",28.6,31.9,43.4,12.4,1027,4488,5515,4244,Fall,2011,June,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",32.0,34.1,27.0,24.0,98,496,594
182,2011-07-01,Fall,2011,July,Friday,Working day,"Clear or
 Partly cloudy",29.6,32.6,39.6,6.9,1246,4116,5362,4259,Fall,2011,July,08 AM,Friday,Working day,"Clear or
 Partly cloudy",28.7,31.8,42.0,11.0,39,453,492
183,2011-07-02,Fall,2011,July,Saturday,Weekend,"Clear or
 Partly cloudy",30.3,33.4,44.5,7.7,2204,2915,5119,4288,Fall,2011,July,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",33.6,35.6,30.0,7.0,178,226,404
184,2011-07-03,Fall,2011,July,Sunday,Weekend,"Mist and
 Cloudy or Mist ",29.4,33.4,68.2,15.3,2282,2367,4649,4312,Fall,2011,July,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",32.8,38.6,59.0,15.0,248,173,421
185,2011-07-04,Fall,2011,July,Monday,Holiday,"Mist and
 Cloudy or Mist ",29.8,33.3,63.8,5.5,3065,2978,6043,4344,Fall,2011,July,09 PM,Monday,Holiday,"Mist and
 Cloudy or Mist ",30.3,34.1,62.0,7.0,195,262,457
186,2011-07-05,Fall,2011,July,Tuesday,Working day,"Clear or
 Partly cloudy",30.6,34.8,59.0,8.5,1031,3634,4665,4364,Fall,2011,July,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",33.6,37.9,46.0,7.0,79,466,545
187,2011-07-06,Fall,2011,July,Wednesday,Working day,"Clear or
 Partly cloudy",29.5,34.3,74.3,10.0,784,3845,4629,4388,Fall,2011,July,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",32.0,37.1,59.0,15.0,79,517,596
188,2011-07-07,Fall,2011,July,Thursday,Working day,"Clear or
 Partly cloudy",30.8,34.3,65.1,10.7,754,3838,4592,4412,Fall,2011,July,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",35.3,37.9,36.0,17.0,80,489,569
189,2011-07-08,Fall,2011,July,Friday,Working day,"Mist and
 Cloudy or Mist ",29.1,33.5,75.8,15.1,692,3348,4040,4427,Fall,2011,July,08 AM,Friday,Working day,"Mist and
 Cloudy or Mist ",29.5,34.8,74.0,17.0,36,421,457
190,2011-07-09,Fall,2011,July,Saturday,Weekend,"Clear or
 Partly cloudy",30.1,33.2,60.9,11.3,1988,3348,5336,4456,Fall,2011,July,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",33.6,37.1,41.0,15.0,167,249,416
191,2011-07-10,Fall,2011,July,Sunday,Weekend,"Clear or
 Partly cloudy",30.6,34.5,57.8,12.3,1743,3138,4881,4479,Fall,2011,July,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",33.6,37.9,46.0,19.0,133,244,377
192,2011-07-11,Fall,2011,July,Monday,Working day,"Clear or
 Partly cloudy",31.3,36.5,63.6,18.9,723,3363,4086,4508,Fall,2011,July,05 PM,Monday,Working day,"Clear or
 Partly cloudy",35.3,42.4,56.0,28.0,59,455,514
193,2011-07-12,Fall,2011,July,Tuesday,Working day,"Clear or
 Partly cloudy",32.6,37.0,55.9,13.4,662,3596,4258,4533,Fall,2011,July,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",35.3,40.2,47.0,20.0,39,472,511
194,2011-07-13,Fall,2011,July,Wednesday,Working day,"Clear or
 Partly cloudy",30.6,34.5,63.2,9.8,748,3594,4342,4556,Fall,2011,July,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",28.7,33.3,79.0,0.0,70,418,488
195,2011-07-14,Fall,2011,July,Thursday,Working day,"Clear or
 Partly cloudy",27.9,31.8,47.6,16.1,888,4196,5084,4580,Fall,2011,July,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",30.3,32.6,37.0,9.0,78,517,595
196,2011-07-15,Fall,2011,July,Friday,Working day,"Clear or
 Partly cloudy",27.2,31.2,59.1,12.2,1318,4220,5538,4604,Fall,2011,July,05 PM,Friday,Working day,"Clear or
 Partly cloudy",30.3,33.3,42.0,17.0,104,483,587
197,2011-07-16,Fall,2011,July,Saturday,Weekend,"Clear or
 Partly cloudy",28.2,31.9,58.5,14.0,2418,3505,5923,4624,Fall,2011,July,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",31.2,34.1,45.0,20.0,221,276,497
198,2011-07-17,Fall,2011,July,Sunday,Weekend,"Clear or
 Partly cloudy",29.5,33.5,60.4,16.4,2006,3296,5302,4648,Fall,2011,July,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",32.8,37.1,49.0,20.0,200,272,472
199,2011-07-18,Fall,2011,July,Monday,Working day,"Clear or
 Partly cloudy",30.6,35.2,65.1,14.5,841,3617,4458,4677,Fall,2011,July,06 PM,Monday,Working day,"Clear or
 Partly cloudy",33.6,38.6,49.0,24.0,80,478,558
200,2011-07-19,Fall,2011,July,Tuesday,Working day,"Clear or
 Partly cloudy",31.8,37.4,65.0,8.8,752,3789,4541,4701,Fall,2011,July,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",32.8,40.2,66.0,9.0,80,450,530
201,2011-07-20,Fall,2011,July,Wednesday,Working day,"Clear or
 Partly cloudy",31.5,37.3,70.7,7.6,644,3688,4332,4725,Fall,2011,July,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",34.4,41.7,59.0,15.0,68,429,497
202,2011-07-21,Fall,2011,July,Thursday,Working day,"Mist and
 Cloudy or Mist ",33.4,41.3,69.1,14.9,632,3152,3784,4748,Fall,2011,July,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",37.7,45.5,45.0,20.0,40,374,414
203,2011-07-22,Fall,2011,July,Friday,Working day,"Clear or
 Partly cloudy",34.8,42.0,58.0,8.9,562,2825,3387,4763,Fall,2011,July,08 AM,Friday,Working day,"Mist and
 Cloudy or Mist ",34.4,42.4,63.0,11.0,30,292,322
204,2011-07-23,Fall,2011,July,Saturday,Weekend,"Clear or
 Partly cloudy",34.8,40.2,50.0,8.8,987,2298,3285,4792,Fall,2011,July,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",38.5,43.9,38.0,11.0,78,167,245
205,2011-07-24,Fall,2011,July,Sunday,Weekend,"Clear or
 Partly cloudy",34.0,39.7,55.1,11.3,1050,2556,3606,4817,Fall,2011,July,02 PM,Sunday,Weekend,"Clear or
 Partly cloudy",35.3,40.9,50.0,19.0,79,204,283
206,2011-07-25,Fall,2011,July,Monday,Working day,"Clear or
 Partly cloudy",30.5,36.0,75.7,6.1,568,3272,3840,4845,Fall,2011,July,06 PM,Monday,Working day,"Clear or
 Partly cloudy",30.3,35.6,74.0,6.0,60,473,533
207,2011-07-26,Fall,2011,July,Tuesday,Working day,"Clear or
 Partly cloudy",31.6,34.8,54.1,13.4,750,3840,4590,4869,Fall,2011,July,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",34.4,37.1,39.0,26.0,68,478,546
